"Species","Region","Indicator","category","Year","Value","rank","n_years_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank"
"Scup","Atlantic","asmt_abundance","Population","1991-1995 mean",NA,NA,NA,8,NA,9.26425273213199,31
"Scup","Atlantic","asmt_abundance","Population","1992-1996 mean",NA,NA,NA,8,NA,9.88682490540076,46
"Scup","Atlantic","asmt_abundance","Population","1993-1997 mean",NA,NA,NA,8,NA,9.76895954063137,44
"Scup","Atlantic","asmt_abundance","Population","1994-1998 mean",NA,NA,NA,8,NA,9.82924588526369,46
"Scup","Atlantic","asmt_abundance","Population","1995-1999 mean",NA,NA,NA,8,NA,9.10116495991109,41
"Scup","Atlantic","asmt_abundance","Population","1996-2000 mean",NA,NA,NA,8,NA,8.22903932153158,32
"Scup","Atlantic","asmt_abundance","Population","1997-2001 mean",NA,NA,NA,8,NA,7.66183995528036,28
"Scup","Atlantic","asmt_abundance","Population","1998-2002 mean",NA,NA,NA,8,NA,6.33178865338308,11
"Scup","Atlantic","asmt_abundance","Population","1999-2003 mean",NA,NA,NA,8,NA,7.19842852795639,22
"Scup","Atlantic","asmt_abundance","Population","2000-2004 mean",NA,NA,NA,8,NA,6.39649817416845,12
"Scup","Atlantic","asmt_abundance","Population","2001-2005 mean",NA,NA,NA,8,NA,6.71016247254637,14
"Scup","Atlantic","asmt_abundance","Population","2002-2006 mean",NA,NA,NA,8,NA,5.88232730676616,6
"Scup","Atlantic","asmt_abundance","Population","2003-2007 mean",NA,NA,NA,8,NA,6.98484179434257,12
"Scup","Atlantic","asmt_abundance","Population","2004-2008 mean",NA,NA,NA,8,NA,5.36870716572729,3
"Scup","Atlantic","asmt_abundance","Population","2005-2009 mean",NA,NA,NA,8,NA,5.45551354819931,4
"Scup","Atlantic","asmt_abundance","Population","2006-2010 mean",NA,NA,NA,8,NA,6.07790131909714,2
"Scup","Atlantic","asmt_abundance","Population","2007-2011 mean",NA,NA,NA,8,NA,6.36957178957953,4
"Scup","Atlantic","asmt_abundance","Population","2008-2012 mean",NA,NA,NA,8,NA,6.35129462041227,5
"Scup","Atlantic","asmt_abundance","Population","2009-2013 mean",NA,NA,NA,8,NA,7.95490725304967,26
"Scup","Atlantic","asmt_abundance","Population","2010-2014 mean",NA,NA,NA,8,NA,7.4110079119367,17
"Scup","Atlantic","asmt_abundance","Population","2011-2015 mean",NA,NA,NA,8,NA,7.95796535550793,22
"Scup","Atlantic","asmt_abundance","Population","2012-2016 mean",NA,NA,NA,8,NA,7.49536314863327,14
"Scup","Atlantic","asmt_abundance","Population","2013-2017 mean",NA,NA,NA,8,NA,8.07345267391707,20
"Scup","Atlantic","asmt_abundance","Population","2014-2018 mean",NA,NA,NA,8,NA,7.58697937339578,17
"Scup","Atlantic","asmt_abundance","Population","2015-2019 mean",NA,NA,NA,8,NA,7.64075854700855,22
"Scup","Atlantic","asmt_biomass","Population","1894-1898 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1895-1899 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1896-1900 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1897-1901 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1898-1902 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1899-1903 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1900-1904 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1901-1905 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1902-1906 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1903-1907 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1904-1908 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1905-1909 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1906-1910 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1907-1911 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1908-1912 mean",NA,NA,NA,8,NA,0.5,2
"Scup","Atlantic","asmt_biomass","Population","1909-1913 mean",NA,NA,NA,8,NA,0.5,3
"Scup","Atlantic","asmt_biomass","Population","1910-1914 mean",NA,NA,NA,8,NA,0.5,3
"Scup","Atlantic","asmt_biomass","Population","1911-1915 mean",NA,NA,NA,8,NA,0.5,3
"Scup","Atlantic","asmt_biomass","Population","1912-1916 mean",NA,NA,NA,8,NA,0.5,3
"Scup","Atlantic","asmt_biomass","Population","1913-1917 mean",NA,NA,NA,8,NA,0.5,3
"Scup","Atlantic","asmt_biomass","Population","1914-1918 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1915-1919 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1916-1920 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1917-1921 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1918-1922 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1919-1923 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1920-1924 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1921-1925 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1922-1926 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1923-1927 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1924-1928 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1925-1929 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1926-1930 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1927-1931 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1928-1932 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1929-1933 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1930-1934 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1931-1935 mean",NA,NA,NA,8,NA,1.5,5
"Scup","Atlantic","asmt_biomass","Population","1932-1936 mean",NA,NA,NA,8,NA,1.5,5
"Scup","Atlantic","asmt_biomass","Population","1933-1937 mean",NA,NA,NA,8,NA,1.5,5
"Scup","Atlantic","asmt_biomass","Population","1934-1938 mean",NA,NA,NA,8,NA,1.5,5
"Scup","Atlantic","asmt_biomass","Population","1935-1939 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1936-1940 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1937-1941 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1938-1942 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1939-1943 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1940-1944 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1941-1945 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1942-1946 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1943-1947 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1944-1948 mean",NA,NA,NA,8,NA,1.5,4
"Scup","Atlantic","asmt_biomass","Population","1945-1949 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1946-1950 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1947-1951 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1948-1952 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1949-1953 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1950-1954 mean",NA,NA,NA,8,NA,1.5,3
"Scup","Atlantic","asmt_biomass","Population","1951-1955 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","asmt_biomass","Population","1952-1956 mean",NA,NA,NA,8,NA,2.5,12
"Scup","Atlantic","asmt_biomass","Population","1953-1957 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","asmt_biomass","Population","1954-1958 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","asmt_biomass","Population","1955-1959 mean",NA,NA,NA,8,NA,2.5,11
"Scup","Atlantic","asmt_biomass","Population","1956-1960 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","asmt_biomass","Population","1957-1961 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","asmt_biomass","Population","1958-1962 mean",NA,NA,NA,8,NA,2.5,11
"Scup","Atlantic","asmt_biomass","Population","1959-1963 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","asmt_biomass","Population","1960-1964 mean",NA,NA,NA,8,NA,2.5,15
"Scup","Atlantic","asmt_biomass","Population","1961-1965 mean",NA,NA,NA,8,NA,2.5,18
"Scup","Atlantic","asmt_biomass","Population","1962-1966 mean",NA,NA,NA,8,NA,2.5,17
"Scup","Atlantic","asmt_biomass","Population","1963-1967 mean",NA,NA,NA,8,NA,2.5,18
"Scup","Atlantic","asmt_biomass","Population","1964-1968 mean",NA,NA,NA,8,NA,4.72115384615385,33
"Scup","Atlantic","asmt_biomass","Population","1965-1969 mean",NA,NA,NA,8,NA,5.16346153846154,32
"Scup","Atlantic","asmt_biomass","Population","1966-1970 mean",NA,NA,NA,8,NA,5.52884615384615,36
"Scup","Atlantic","asmt_biomass","Population","1967-1971 mean",NA,NA,NA,8,NA,6.25,47
"Scup","Atlantic","asmt_biomass","Population","1968-1972 mean",NA,NA,NA,8,NA,6.07692307692308,44
"Scup","Atlantic","asmt_biomass","Population","1969-1973 mean",NA,NA,NA,8,NA,7.44150641025641,39
"Scup","Atlantic","asmt_biomass","Population","1970-1974 mean",NA,NA,NA,8,NA,7.37660256410256,38
"Scup","Atlantic","asmt_biomass","Population","1971-1975 mean",NA,NA,NA,8,NA,6.70833333333333,30
"Scup","Atlantic","asmt_biomass","Population","1972-1976 mean",NA,NA,NA,8,NA,6.81089743589744,30
"Scup","Atlantic","asmt_biomass","Population","1973-1977 mean",NA,NA,NA,8,NA,6.25721153846154,20
"Scup","Atlantic","asmt_biomass","Population","1974-1978 mean",NA,NA,NA,8,NA,6.13782051282051,21
"Scup","Atlantic","asmt_biomass","Population","1975-1979 mean",NA,NA,NA,8,NA,6.30448717948718,26
"Scup","Atlantic","asmt_biomass","Population","1976-1980 mean",NA,NA,NA,8,NA,6.84615384615385,38
"Scup","Atlantic","asmt_biomass","Population","1977-1981 mean",NA,NA,NA,8,NA,7.73317307692308,49
"Scup","Atlantic","asmt_biomass","Population","1978-1982 mean",NA,NA,NA,8,NA,8.14275472334683,49
"Scup","Atlantic","asmt_biomass","Population","1979-1983 mean",NA,NA,NA,8,NA,8.80474021592443,50
"Scup","Atlantic","asmt_biomass","Population","1980-1984 mean",11091,26,98,8,0.722222222222222,9.14274066576698,53
"Scup","Atlantic","asmt_biomass","Population","1981-1985 mean",12889.5,22,100,8,0.611111111111111,8.82395692757535,50
"Scup","Atlantic","asmt_biomass","Population","1982-1986 mean",13235.6666666667,21,102,8,0.583333333333333,9.40870676880739,47
"Scup","Atlantic","asmt_biomass","Population","1983-1987 mean",12843.5,23,104,8,0.638888888888889,9.56497330713662,50
"Scup","Atlantic","asmt_biomass","Population","1984-1988 mean",12145.4,24,106,8,0.666666666666667,8.82177800269906,38
"Scup","Atlantic","asmt_biomass","Population","1985-1989 mean",11689,25,108,8,0.694444444444444,8.86256731099997,36
"Scup","Atlantic","asmt_biomass","Population","1986-1990 mean",11009.6,27,109,8,0.75,8.44843183562224,29
"Scup","Atlantic","asmt_biomass","Population","1987-1991 mean",10082,28,110,8,0.777777777777778,7.99951046545474,11
"Scup","Atlantic","asmt_biomass","Population","1988-1992 mean",9252.2,29,112,8,0.805555555555556,8.38175425365828,17
"Scup","Atlantic","asmt_biomass","Population","1989-1993 mean",8524.2,30,114,8,0.833333333333333,8.0978341404038,12
"Scup","Atlantic","asmt_biomass","Population","1990-1994 mean",7608.2,32,115,8,0.888888888888889,8.48821726733878,19
"Scup","Atlantic","asmt_biomass","Population","1991-1995 mean",6059.6,33,117,8,0.916666666666667,9.26425273213199,31
"Scup","Atlantic","asmt_biomass","Population","1992-1996 mean",5443.4,35,116,8,0.972222222222222,9.88682490540076,46
"Scup","Atlantic","asmt_biomass","Population","1993-1997 mean",5240.8,36,113,8,1,9.76895954063137,44
"Scup","Atlantic","asmt_biomass","Population","1994-1998 mean",5684.6,34,111,8,0.944444444444444,9.82924588526369,46
"Scup","Atlantic","asmt_biomass","Population","1995-1999 mean",8212.4,31,107,8,0.861111111111111,9.10116495991109,41
"Scup","Atlantic","asmt_biomass","Population","1996-2000 mean",14124.4,20,105,8,0.555555555555556,8.22903932153158,32
"Scup","Atlantic","asmt_biomass","Population","1997-2001 mean",25115.8,19,103,8,0.527777777777778,7.66183995528036,28
"Scup","Atlantic","asmt_biomass","Population","1998-2002 mean",40829.2,18,101,8,0.5,6.33178865338308,11
"Scup","Atlantic","asmt_biomass","Population","1999-2003 mean",60560.4,17,99,8,0.472222222222222,7.19842852795639,22
"Scup","Atlantic","asmt_biomass","Population","2000-2004 mean",80821.4,16,97,8,0.444444444444444,6.39649817416845,12
"Scup","Atlantic","asmt_biomass","Population","2001-2005 mean",98404.6,15,89,8,0.416666666666667,6.71016247254637,14
"Scup","Atlantic","asmt_biomass","Population","2002-2006 mean",112655.6,14,77,8,0.388888888888889,5.88232730676616,6
"Scup","Atlantic","asmt_biomass","Population","2003-2007 mean",124799,13,65,8,0.361111111111111,6.98484179434257,12
"Scup","Atlantic","asmt_biomass","Population","2004-2008 mean",137977.4,12,61,8,0.333333333333333,5.36870716572729,3
"Scup","Atlantic","asmt_biomass","Population","2005-2009 mean",153159,11,56,8,0.305555555555556,5.45551354819931,4
"Scup","Atlantic","asmt_biomass","Population","2006-2010 mean",175841.2,10,52,8,0.277777777777778,6.07790131909714,2
"Scup","Atlantic","asmt_biomass","Population","2007-2011 mean",196683.2,8,52,8,0.222222222222222,6.36957178957953,4
"Scup","Atlantic","asmt_biomass","Population","2008-2012 mean",214866,5,51,8,0.138888888888889,6.35129462041227,5
"Scup","Atlantic","asmt_biomass","Population","2009-2013 mean",227866.6,2,50,8,0.0555555555555556,7.95490725304967,26
"Scup","Atlantic","asmt_biomass","Population","2010-2014 mean",233878.2,1,52,8,0.0277777777777778,7.4110079119367,17
"Scup","Atlantic","asmt_biomass","Population","2011-2015 mean",225238.6,3,52,8,0.0833333333333333,7.95796535550793,22
"Scup","Atlantic","asmt_biomass","Population","2012-2016 mean",217883.6,4,54,8,0.111111111111111,7.49536314863327,14
"Scup","Atlantic","asmt_biomass","Population","2013-2017 mean",209194.6,6,55,8,0.166666666666667,8.07345267391707,20
"Scup","Atlantic","asmt_biomass","Population","2014-2018 mean",199013.6,7,53,8,0.194444444444444,7.58697937339578,17
"Scup","Atlantic","asmt_biomass","Population","2015-2019 mean",192732.25,9,56,8,0.25,7.64075854700855,22
"Scup","Atlantic","biomass_fall","Population","1964-1968 mean",74.78,52,52,8,1,4.72115384615385,33
"Scup","Atlantic","biomass_fall","Population","1965-1969 mean",117,51,51,8,0.980769230769231,5.16346153846154,32
"Scup","Atlantic","biomass_fall","Population","1966-1970 mean",118.06,50,52,8,0.961538461538462,5.52884615384615,36
"Scup","Atlantic","biomass_fall","Population","1967-1971 mean",121.36,49,52,8,0.942307692307692,6.25,47
"Scup","Atlantic","biomass_fall","Population","1968-1972 mean",142.76,48,52,8,0.923076923076923,6.07692307692308,44
"Scup","Atlantic","biomass_fall","Population","1969-1973 mean",190.44,47,52,8,0.903846153846154,7.44150641025641,39
"Scup","Atlantic","biomass_fall","Population","1970-1974 mean",221.06,46,52,8,0.884615384615385,7.37660256410256,38
"Scup","Atlantic","biomass_fall","Population","1971-1975 mean",322.88,45,51,8,0.865384615384615,6.70833333333333,30
"Scup","Atlantic","biomass_fall","Population","1972-1976 mean",599.6,35,50,8,0.673076923076923,6.81089743589744,30
"Scup","Atlantic","biomass_fall","Population","1973-1977 mean",739.08,30,51,8,0.576923076923077,6.25721153846154,20
"Scup","Atlantic","biomass_fall","Population","1974-1978 mean",793.38,28,49,8,0.538461538461538,6.13782051282051,21
"Scup","Atlantic","biomass_fall","Population","1975-1979 mean",739.22,29,45,8,0.557692307692308,6.30448717948718,26
"Scup","Atlantic","biomass_fall","Population","1976-1980 mean",668.94,32,49,8,0.615384615384615,6.84615384615385,38
"Scup","Atlantic","biomass_fall","Population","1977-1981 mean",484.72,41,51,8,0.788461538461538,7.73317307692308,49
"Scup","Atlantic","biomass_fall","Population","1978-1982 mean",415.28,43,50,8,0.826923076923077,8.14275472334683,49
"Scup","Atlantic","biomass_fall","Population","1979-1983 mean",377.98,44,52,8,0.846153846153846,8.80474021592443,50
"Scup","Atlantic","biomass_fall","Population","1980-1984 mean",448.88,42,48,8,0.807692307692308,9.14274066576698,53
"Scup","Atlantic","biomass_fall","Population","1981-1985 mean",544.46,39,51,8,0.75,8.82395692757535,50
"Scup","Atlantic","biomass_fall","Population","1982-1986 mean",556.26,36,52,8,0.692307692307692,9.40870676880739,47
"Scup","Atlantic","biomass_fall","Population","1983-1987 mean",611.04,34,50,8,0.653846153846154,9.56497330713662,50
"Scup","Atlantic","biomass_fall","Population","1984-1988 mean",659.28,33,52,8,0.634615384615385,8.82177800269906,38
"Scup","Atlantic","biomass_fall","Population","1985-1989 mean",987.74,21,52,8,0.403846153846154,8.86256731099997,36
"Scup","Atlantic","biomass_fall","Population","1986-1990 mean",1103.82,15,52,8,0.288461538461538,8.44843183562224,29
"Scup","Atlantic","biomass_fall","Population","1987-1991 mean",1511.98,4,50,8,0.0769230769230769,7.99951046545474,11
"Scup","Atlantic","biomass_fall","Population","1988-1992 mean",1450.22,6,52,8,0.115384615384615,8.38175425365828,17
"Scup","Atlantic","biomass_fall","Population","1989-1993 mean",1528,3,52,8,0.0576923076923077,8.0978341404038,12
"Scup","Atlantic","biomass_fall","Population","1990-1994 mean",1186.04,11,52,8,0.211538461538462,8.48821726733878,19
"Scup","Atlantic","biomass_fall","Population","1991-1995 mean",1006.2,20,52,8,0.384615384615385,9.26425273213199,31
"Scup","Atlantic","biomass_fall","Population","1992-1996 mean",554.54,37,51,8,0.711538461538462,9.88682490540076,46
"Scup","Atlantic","biomass_fall","Population","1993-1997 mean",550.24,38,51,8,0.730769230769231,9.76895954063137,44
"Scup","Atlantic","biomass_fall","Population","1994-1998 mean",543.78,40,50,8,0.769230769230769,9.82924588526369,46
"Scup","Atlantic","biomass_fall","Population","1995-1999 mean",711.18,31,51,8,0.596153846153846,9.10116495991109,41
"Scup","Atlantic","biomass_fall","Population","1996-2000 mean",915.96,24,52,8,0.461538461538462,8.22903932153158,32
"Scup","Atlantic","biomass_fall","Population","1997-2001 mean",1083.3266,17,51,8,0.326923076923077,7.66183995528036,28
"Scup","Atlantic","biomass_fall","Population","1998-2002 mean",1528.4796,2,50,8,0.0384615384615385,6.33178865338308,11
"Scup","Atlantic","biomass_fall","Population","1999-2003 mean",1493.401,5,52,8,0.0961538461538462,7.19842852795639,22
"Scup","Atlantic","biomass_fall","Population","2000-2004 mean",1552.077,1,50,8,0.0192307692307692,6.39649817416845,12
"Scup","Atlantic","biomass_fall","Population","2001-2005 mean",1371.607,7,51,8,0.134615384615385,6.71016247254637,14
"Scup","Atlantic","biomass_fall","Population","2002-2006 mean",1333.7732,8,52,8,0.153846153846154,5.88232730676616,6
"Scup","Atlantic","biomass_fall","Population","2003-2007 mean",1103.776,16,52,8,0.307692307692308,6.98484179434257,12
"Scup","Atlantic","biomass_fall","Population","2004-2008 mean",1184.7654,12,52,8,0.230769230769231,5.36870716572729,3
"Scup","Atlantic","biomass_fall","Population","2005-2009 mean",1111.05232501856,14,50,8,0.269230769230769,5.45551354819931,4
"Scup","Atlantic","biomass_fall","Population","2006-2010 mean",1291.81732130661,9,47,8,0.173076923076923,6.07790131909714,2
"Scup","Atlantic","biomass_fall","Population","2007-2011 mean",1239.60217535264,10,52,8,0.192307692307692,6.36957178957953,4
"Scup","Atlantic","biomass_fall","Population","2008-2012 mean",1126.55685790646,13,49,8,0.25,6.35129462041227,5
"Scup","Atlantic","biomass_fall","Population","2009-2013 mean",982.966740905716,22,48,8,0.423076923076923,7.95490725304967,26
"Scup","Atlantic","biomass_fall","Population","2010-2014 mean",859.83994060876,27,52,8,0.519230769230769,7.4110079119367,17
"Scup","Atlantic","biomass_fall","Population","2011-2015 mean",1029.61989606533,19,52,8,0.365384615384615,7.95796535550793,22
"Scup","Atlantic","biomass_fall","Population","2012-2016 mean",1073.86072754269,18,51,8,0.346153846153846,7.49536314863327,14
"Scup","Atlantic","biomass_fall","Population","2013-2017 mean",859.892204899777,26,51,8,0.5,8.07345267391707,20
"Scup","Atlantic","biomass_fall","Population","2014-2018 mean",922.885077951002,23,51,8,0.442307692307692,7.58697937339578,17
"Scup","Atlantic","biomass_fall","Population","2015-2019 mean",906.686562731997,25,52,8,0.480769230769231,7.64075854700855,22
"Scup","Atlantic","biomass_spring","Population","1969-1973 mean",599.18,8,47,8,0.166666666666667,7.44150641025641,39
"Scup","Atlantic","biomass_spring","Population","1970-1974 mean",629.3,7,47,8,0.145833333333333,7.37660256410256,38
"Scup","Atlantic","biomass_spring","Population","1971-1975 mean",531.1,9,48,8,0.1875,6.70833333333333,30
"Scup","Atlantic","biomass_spring","Population","1972-1976 mean",312.94,26,48,8,0.541666666666667,6.81089743589744,30
"Scup","Atlantic","biomass_spring","Population","1973-1977 mean",384.12,22,47,8,0.458333333333333,6.25721153846154,20
"Scup","Atlantic","biomass_spring","Population","1974-1978 mean",460.92,14,48,8,0.291666666666667,6.13782051282051,21
"Scup","Atlantic","biomass_spring","Population","1975-1979 mean",456.96,16,48,8,0.333333333333333,6.30448717948718,26
"Scup","Atlantic","biomass_spring","Population","1976-1980 mean",411.6,21,47,8,0.4375,6.84615384615385,38
"Scup","Atlantic","biomass_spring","Population","1977-1981 mean",441.98,18,48,8,0.375,7.73317307692308,49
"Scup","Atlantic","biomass_spring","Population","1978-1982 mean",328.16,24,45,8,0.5,8.14275472334683,49
"Scup","Atlantic","biomass_spring","Population","1979-1983 mean",180.62,31,46,8,0.645833333333333,8.80474021592443,50
"Scup","Atlantic","biomass_spring","Population","1980-1984 mean",119.28,37,47,8,0.770833333333333,9.14274066576698,53
"Scup","Atlantic","biomass_spring","Population","1981-1985 mean",123.28,36,48,8,0.75,8.82395692757535,50
"Scup","Atlantic","biomass_spring","Population","1982-1986 mean",109.76,38,48,8,0.791666666666667,9.40870676880739,47
"Scup","Atlantic","biomass_spring","Population","1983-1987 mean",151.3,35,48,8,0.729166666666667,9.56497330713662,50
"Scup","Atlantic","biomass_spring","Population","1984-1988 mean",200.68,28,47.5,8,0.583333333333333,8.82177800269906,38
"Scup","Atlantic","biomass_spring","Population","1985-1989 mean",186.54,30,46,8,0.625,8.86256731099997,36
"Scup","Atlantic","biomass_spring","Population","1986-1990 mean",160.28,32,48,8,0.666666666666667,8.44843183562224,29
"Scup","Atlantic","biomass_spring","Population","1987-1991 mean",154.96,34,48,8,0.708333333333333,7.99951046545474,11
"Scup","Atlantic","biomass_spring","Population","1988-1992 mean",99.18,39,48,8,0.8125,8.38175425365828,17
"Scup","Atlantic","biomass_spring","Population","1989-1993 mean",89.72,41,48,8,0.854166666666667,8.0978341404038,12
"Scup","Atlantic","biomass_spring","Population","1990-1994 mean",90.52,40,48,8,0.833333333333333,8.48821726733878,19
"Scup","Atlantic","biomass_spring","Population","1991-1995 mean",87.88,42,47,8,0.875,9.26425273213199,31
"Scup","Atlantic","biomass_spring","Population","1992-1996 mean",63.44,45,48,8,0.9375,9.88682490540076,46
"Scup","Atlantic","biomass_spring","Population","1993-1997 mean",54.36,46,48,8,0.958333333333333,9.76895954063137,44
"Scup","Atlantic","biomass_spring","Population","1994-1998 mean",52.32,47,48,8,0.979166666666667,9.82924588526369,46
"Scup","Atlantic","biomass_spring","Population","1995-1999 mean",51.34,48,48,8,1,9.10116495991109,41
"Scup","Atlantic","biomass_spring","Population","1996-2000 mean",72.18,44,48,8,0.916666666666667,8.22903932153158,32
"Scup","Atlantic","biomass_spring","Population","1997-2001 mean",87.039,43,47,8,0.895833333333333,7.66183995528036,28
"Scup","Atlantic","biomass_spring","Population","1998-2002 mean",345.5582,23,46,8,0.479166666666667,6.33178865338308,11
"Scup","Atlantic","biomass_spring","Population","1999-2003 mean",318.5658,25,47,8,0.520833333333333,7.19842852795639,22
"Scup","Atlantic","biomass_spring","Population","2000-2004 mean",421.3196,19,48,8,0.395833333333333,6.39649817416845,12
"Scup","Atlantic","biomass_spring","Population","2001-2005 mean",414.8198,20,47,8,0.416666666666667,6.71016247254637,14
"Scup","Atlantic","biomass_spring","Population","2002-2006 mean",442.5172,17,47,8,0.354166666666667,5.88232730676616,6
"Scup","Atlantic","biomass_spring","Population","2003-2007 mean",193.505,29,48,8,0.604166666666667,6.98484179434257,12
"Scup","Atlantic","biomass_spring","Population","2004-2008 mean",209.9188,27,48,8,0.5625,5.36870716572729,3
"Scup","Atlantic","biomass_spring","Population","2005-2009 mean",157.175779510022,33,47,8,0.6875,5.45551354819931,4
"Scup","Atlantic","biomass_spring","Population","2006-2010 mean",458.157316703786,15,44,8,0.3125,6.07790131909714,2
"Scup","Atlantic","biomass_spring","Population","2007-2011 mean",477.66835545657,13,46,8,0.270833333333333,6.36957178957953,4
"Scup","Atlantic","biomass_spring","Population","2008-2012 mean",505.508423014105,12,47,8,0.25,6.35129462041227,5
"Scup","Atlantic","biomass_spring","Population","2009-2013 mean",518.884929472903,11,46,8,0.229166666666667,7.95490725304967,26
"Scup","Atlantic","biomass_spring","Population","2010-2014 mean",788.923533778768,4,47,8,0.0833333333333333,7.4110079119367,17
"Scup","Atlantic","biomass_spring","Population","2011-2015 mean",530.49131403118,10,48,8,0.208333333333333,7.95796535550793,22
"Scup","Atlantic","biomass_spring","Population","2012-2016 mean",867.731106161841,3,45,8,0.0625,7.49536314863327,14
"Scup","Atlantic","biomass_spring","Population","2013-2017 mean",970.752041573868,1,45,8,0.0208333333333333,8.07345267391707,20
"Scup","Atlantic","biomass_spring","Population","2014-2018 mean",962.798069784707,2,47,8,0.0416666666666667,7.58697937339578,17
"Scup","Atlantic","biomass_spring","Population","2015-2019 mean",688.572976985895,6,48,8,0.125,7.64075854700855,22
"Scup","Atlantic","biomass_spring","Population","2016-2020 mean",740.63132887899,5,48,8,0.104166666666667,0.666666666666667,3
"Scup","Atlantic","abundance_fall","Population","1964-1968 mean",2311,52,52,8,1,4.72115384615385,33
"Scup","Atlantic","abundance_fall","Population","1965-1969 mean",2510.2,51,52,8,0.980769230769231,5.16346153846154,32
