"Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"Scup","Atlantic","asmt_abundance","Population","1990-1994 mean",NA,NA,NA,8,NA,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","asmt_abundance","Population","1991-1995 mean",NA,NA,NA,8,NA,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","asmt_abundance","Population","1992-1996 mean",NA,NA,NA,8,NA,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","asmt_abundance","Population","1993-1997 mean",NA,NA,NA,8,NA,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","asmt_abundance","Population","1994-1998 mean",NA,NA,NA,8,NA,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","asmt_abundance","Population","1995-1999 mean",NA,NA,NA,8,NA,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","asmt_abundance","Population","1996-2000 mean",NA,NA,NA,8,NA,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","asmt_abundance","Population","1997-2001 mean",NA,NA,NA,8,NA,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","asmt_abundance","Population","1998-2002 mean",NA,NA,NA,8,NA,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","asmt_abundance","Population","1999-2003 mean",NA,NA,NA,8,NA,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","asmt_abundance","Population","2000-2004 mean",NA,NA,NA,8,NA,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","asmt_abundance","Population","2001-2005 mean",NA,NA,NA,8,NA,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","asmt_abundance","Population","2002-2006 mean",NA,NA,NA,8,NA,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","asmt_abundance","Population","2003-2007 mean",NA,NA,NA,8,NA,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","asmt_abundance","Population","2004-2008 mean",NA,NA,NA,8,NA,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","asmt_abundance","Population","2005-2009 mean",NA,NA,NA,8,NA,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","asmt_biomass","Population","1964-1968 mean",NA,NA,NA,8,NA,4.97619047619048,31,53,"Scup - Atlantic","Scup, 4.98"
"Scup","Atlantic","asmt_biomass","Population","1965-1969 mean",NA,NA,NA,8,NA,4.77855297157623,27,53,"Scup - Atlantic","Scup, 4.78"
"Scup","Atlantic","asmt_biomass","Population","1966-1970 mean",NA,NA,NA,8,NA,4.76212121212121,29,53,"Scup - Atlantic","Scup, 4.76"
"Scup","Atlantic","asmt_biomass","Population","1967-1971 mean",NA,NA,NA,8,NA,4.75296442687747,32,53,"Scup - Atlantic","Scup, 4.75"
"Scup","Atlantic","asmt_biomass","Population","1968-1972 mean",NA,NA,NA,8,NA,4.73025732031943,30,53,"Scup - Atlantic","Scup, 4.73"
"Scup","Atlantic","asmt_biomass","Population","1969-1973 mean",NA,NA,NA,8,NA,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","asmt_biomass","Population","1970-1974 mean",NA,NA,NA,8,NA,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","asmt_biomass","Population","1971-1975 mean",NA,NA,NA,8,NA,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","asmt_biomass","Population","1972-1976 mean",NA,NA,NA,8,NA,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","asmt_biomass","Population","1973-1977 mean",NA,NA,NA,8,NA,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","asmt_biomass","Population","1974-1978 mean",NA,NA,NA,8,NA,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","asmt_biomass","Population","1975-1979 mean",NA,NA,NA,8,NA,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","asmt_biomass","Population","1976-1980 mean",NA,NA,NA,8,NA,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","asmt_biomass","Population","1977-1981 mean",NA,NA,NA,8,NA,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","asmt_biomass","Population","1978-1982 mean",NA,NA,NA,8,NA,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
"Scup","Atlantic","asmt_biomass","Population","1979-1983 mean",NA,NA,NA,8,NA,7.54063753160839,32,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","asmt_biomass","Population","1980-1984 mean",11091,13,15,8,0.866666666666667,7.6073670633841,33,53,"Scup - Atlantic","Scup, 7.61"
"Scup","Atlantic","asmt_biomass","Population","1981-1985 mean",12889.5,11,17,8,0.647058823529412,7.287178988154,29,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","asmt_biomass","Population","1982-1986 mean",13235.6666666667,11,17,8,0.647058823529412,8.15633348103194,31,53,"Scup - Atlantic","Scup, 8.16"
"Scup","Atlantic","asmt_biomass","Population","1983-1987 mean",12843.5,11,17,8,0.647058823529412,8.00618031083992,30,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","asmt_biomass","Population","1984-1988 mean",12145.4,10,17,8,0.588235294117647,7.6991420080574,26,53,"Scup - Atlantic","Scup, 7.7"
"Scup","Atlantic","asmt_biomass","Population","1985-1989 mean",11689,11,19,8,0.578947368421053,7.59335724616454,24,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","asmt_biomass","Population","1986-1990 mean",11009.6,11,19,8,0.578947368421053,7.62550049247908,24,53,"Scup - Atlantic","Scup, 7.63"
"Scup","Atlantic","asmt_biomass","Population","1987-1991 mean",10082,12,20,8,0.6,7.55868133537306,22,53,"Scup - Atlantic","Scup, 7.56"
"Scup","Atlantic","asmt_biomass","Population","1988-1992 mean",9252.2,13,20,8,0.65,7.6714656252904,25,53,"Scup - Atlantic","Scup, 7.67"
"Scup","Atlantic","asmt_biomass","Population","1989-1993 mean",8524.2,13,20,8,0.65,7.82620627729295,27,53,"Scup - Atlantic","Scup, 7.83"
"Scup","Atlantic","asmt_biomass","Population","1990-1994 mean",7608.2,13,20,8,0.65,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","asmt_biomass","Population","1991-1995 mean",6059.6,13,20,8,0.65,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","asmt_biomass","Population","1992-1996 mean",5443.4,13,20,8,0.65,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","asmt_biomass","Population","1993-1997 mean",5240.8,13,20,8,0.65,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","asmt_biomass","Population","1994-1998 mean",5684.6,13,20,8,0.65,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","asmt_biomass","Population","1995-1999 mean",8212.4,13,20,8,0.65,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","asmt_biomass","Population","1996-2000 mean",14124.4,11,20,8,0.55,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","asmt_biomass","Population","1997-2001 mean",25115.8,10,20,8,0.5,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","asmt_biomass","Population","1998-2002 mean",40829.2,9,20,8,0.45,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","asmt_biomass","Population","1999-2003 mean",60560.4,7,20,8,0.35,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","asmt_biomass","Population","2000-2004 mean",80821.4,7,20,8,0.35,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","asmt_biomass","Population","2001-2005 mean",98404.6,7,20,8,0.35,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","asmt_biomass","Population","2002-2006 mean",112655.6,7,20,8,0.35,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","asmt_biomass","Population","2003-2007 mean",124799,6,20,8,0.3,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","asmt_biomass","Population","2004-2008 mean",137977.4,5,20,8,0.25,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","asmt_biomass","Population","2005-2009 mean",153159,5,22,8,0.227272727272727,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","asmt_biomass","Population","2006-2010 mean",175841.2,5,22,8,0.227272727272727,7.21201958833261,11,53,"Scup - Atlantic","Scup, 7.21"
"Scup","Atlantic","asmt_biomass","Population","2007-2011 mean",196683.2,5,23,8,0.217391304347826,7.37165432638627,14,53,"Scup - Atlantic","Scup, 7.37"
"Scup","Atlantic","asmt_biomass","Population","2008-2012 mean",214866,5,23,8,0.217391304347826,7.38825434940758,13,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","asmt_biomass","Population","2009-2013 mean",227866.6,5,23,8,0.217391304347826,7.59267712910003,16,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","asmt_biomass","Population","2010-2014 mean",233878.2,4,23,8,0.173913043478261,7.60233674193301,16,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","asmt_biomass","Population","2011-2015 mean",225238.6,4,22,8,0.181818181818182,7.7590046857904,19,53,"Scup - Atlantic","Scup, 7.76"
"Scup","Atlantic","asmt_biomass","Population","2012-2016 mean",217883.6,4,22,8,0.181818181818182,7.96188751724466,21,53,"Scup - Atlantic","Scup, 7.96"
"Scup","Atlantic","asmt_biomass","Population","2013-2017 mean",209194.6,6,22,8,0.272727272727273,8.36075036075036,29,53,"Scup - Atlantic","Scup, 8.36"
"Scup","Atlantic","asmt_biomass","Population","2014-2018 mean",199013.6,6,22,8,0.272727272727273,8.29264515923671,29,53,"Scup - Atlantic","Scup, 8.29"
"Scup","Atlantic","asmt_biomass","Population","2015-2019 mean",192732.25,6,22,8,0.272727272727273,7.45000052922851,20,53,"Scup - Atlantic","Scup, 7.45"
"Scup","Atlantic","biomass_fall","Population","1964-1968 mean",4.50481927710843,28,45,8,0.622222222222222,4.97619047619048,31,53,"Scup - Atlantic","Scup, 4.98"
"Scup","Atlantic","biomass_fall","Population","1965-1969 mean",6.22340425531915,21,45,8,0.466666666666667,4.77855297157623,27,53,"Scup - Atlantic","Scup, 4.78"
"Scup","Atlantic","biomass_fall","Population","1966-1970 mean",6.48681318681319,19,45,8,0.422222222222222,4.76212121212121,29,53,"Scup - Atlantic","Scup, 4.76"
"Scup","Atlantic","biomass_fall","Population","1967-1971 mean",6.25567010309278,18,46,8,0.391304347826087,4.75296442687747,32,53,"Scup - Atlantic","Scup, 4.75"
"Scup","Atlantic","biomass_fall","Population","1968-1972 mean",5.13525179856115,21,49,8,0.428571428571429,4.73025732031943,30,53,"Scup - Atlantic","Scup, 4.73"
"Scup","Atlantic","biomass_fall","Population","1969-1973 mean",4.6,24,49,8,0.489795918367347,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","biomass_fall","Population","1970-1974 mean",4.30077821011673,23,49,8,0.469387755102041,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","biomass_fall","Population","1971-1975 mean",4.54760563380282,25,49,8,0.510204081632653,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","biomass_fall","Population","1972-1976 mean",6.92378752886836,21,49,8,0.428571428571429,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","biomass_fall","Population","1973-1977 mean",8.13964757709251,12,49,8,0.244897959183673,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","biomass_fall","Population","1974-1978 mean",9.2253488372093,12,49,8,0.244897959183673,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","biomass_fall","Population","1975-1979 mean",8.67629107981221,17,49,8,0.346938775510204,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","biomass_fall","Population","1976-1980 mean",9.13852459016393,18,49,8,0.36734693877551,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","biomass_fall","Population","1977-1981 mean",6.67658402203857,22,49,8,0.448979591836735,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","biomass_fall","Population","1978-1982 mean",5.8,25,49,8,0.510204081632653,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
"Scup","Atlantic","biomass_fall","Population","1979-1983 mean",5.10783783783784,26,49,8,0.530612244897959,7.54063753160839,32,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","biomass_fall","Population","1980-1984 mean",6.0171581769437,26,49,8,0.530612244897959,7.6073670633841,33,53,"Scup - Atlantic","Scup, 7.61"
"Scup","Atlantic","biomass_fall","Population","1981-1985 mean",6.31624129930394,23,49,8,0.469387755102041,7.287178988154,29,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","biomass_fall","Population","1982-1986 mean",6.39379310344828,21,49,8,0.428571428571429,8.15633348103194,31,53,"Scup - Atlantic","Scup, 8.16"
"Scup","Atlantic","biomass_fall","Population","1983-1987 mean",7.25700712589074,16,49,8,0.326530612244898,8.00618031083992,30,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","biomass_fall","Population","1984-1988 mean",8.05965770171149,13,49,8,0.26530612244898,7.6991420080574,26,53,"Scup - Atlantic","Scup, 7.7"
"Scup","Atlantic","biomass_fall","Population","1985-1989 mean",11.5931924882629,9,49,8,0.183673469387755,7.59335724616454,24,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","biomass_fall","Population","1986-1990 mean",13.79775,7,49,8,0.142857142857143,7.62550049247908,24,53,"Scup - Atlantic","Scup, 7.63"
"Scup","Atlantic","biomass_fall","Population","1987-1991 mean",19.5852331606218,5,49,8,0.102040816326531,7.55868133537306,22,53,"Scup - Atlantic","Scup, 7.56"
"Scup","Atlantic","biomass_fall","Population","1988-1992 mean",18.403807106599,5,49,8,0.102040816326531,7.6714656252904,25,53,"Scup - Atlantic","Scup, 7.67"
"Scup","Atlantic","biomass_fall","Population","1989-1993 mean",19.9477806788512,3,49,8,0.0612244897959184,7.82620627729295,27,53,"Scup - Atlantic","Scup, 7.83"
"Scup","Atlantic","biomass_fall","Population","1990-1994 mean",16.4271468144044,4,49,8,0.0816326530612245,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","biomass_fall","Population","1991-1995 mean",14.2118644067797,5,49,8,0.102040816326531,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","biomass_fall","Population","1992-1996 mean",8.20325443786982,14,49,8,0.285714285714286,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","biomass_fall","Population","1993-1997 mean",8.6788643533123,11,49,8,0.224489795918367,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","biomass_fall","Population","1994-1998 mean",7.83544668587896,13,49,8,0.26530612244898,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","biomass_fall","Population","1995-1999 mean",9.66277173913043,12,49,8,0.244897959183673,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","biomass_fall","Population","1996-2000 mean",11.7755784061697,8,49,8,0.163265306122449,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","biomass_fall","Population","1997-2001 mean",13.3436773399015,9,49,8,0.183673469387755,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","biomass_fall","Population","1998-2002 mean",17.2925294117647,8,49,8,0.163265306122449,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","biomass_fall","Population","1999-2003 mean",17.2468937644342,10,49,8,0.204081632653061,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","biomass_fall","Population","2000-2004 mean",18.3481914893617,10,49,8,0.204081632653061,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","biomass_fall","Population","2001-2005 mean",17.5847051282051,8,49,8,0.163265306122449,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","biomass_fall","Population","2002-2006 mean",16.672165,8,49,8,0.163265306122449,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","biomass_fall","Population","2003-2007 mean",14.18735218509,8,49,8,0.163265306122449,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","biomass_fall","Population","2004-2008 mean",14.9591590909091,7,49,8,0.142857142857143,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","biomass_fall","Population","2005-2009 mean",13.6829104066325,7,49,8,0.142857142857143,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","biomass_fall","Population","2006-2010 mean",15.1266665258385,6,49,8,0.122448979591837,7.21201958833261,11,53,"Scup - Atlantic","Scup, 7.21"
"Scup","Atlantic","biomass_fall","Population","2007-2011 mean",15.043715720299,6,49,8,0.122448979591837,7.37165432638627,14,53,"Scup - Atlantic","Scup, 7.37"
"Scup","Atlantic","biomass_fall","Population","2008-2012 mean",13.8397648391457,6,49,8,0.122448979591837,7.38825434940758,13,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","biomass_fall","Population","2009-2013 mean",12.7658018299444,7,49,8,0.142857142857143,7.59267712910003,16,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","biomass_fall","Population","2010-2014 mean",11.5260045658011,8,49,8,0.163265306122449,7.60233674193301,16,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","biomass_fall","Population","2011-2015 mean",14.1043821378812,7,49,8,0.142857142857143,7.7590046857904,19,53,"Scup - Atlantic","Scup, 7.76"
"Scup","Atlantic","biomass_fall","Population","2012-2016 mean",14.7104209252423,9,49,8,0.183673469387755,7.96188751724466,21,53,"Scup - Atlantic","Scup, 7.96"
"Scup","Atlantic","biomass_fall","Population","2013-2017 mean",14.8770277664321,8,49,8,0.163265306122449,8.36075036075036,29,53,"Scup - Atlantic","Scup, 8.36"
"Scup","Atlantic","biomass_fall","Population","2014-2018 mean",15.279554270712,8,49,8,0.163265306122449,8.29264515923671,29,53,"Scup - Atlantic","Scup, 8.29"
"Scup","Atlantic","biomass_fall","Population","2015-2019 mean",15.011366932649,9,49,8,0.183673469387755,7.45000052922851,20,53,"Scup - Atlantic","Scup, 7.45"
"Scup","Atlantic","biomass_spring","Population","1969-1973 mean",15.9356382978723,10,48.5,8,0.206185567010309,6.75161926716002,27,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","biomass_spring","Population","1970-1974 mean",13.1652719665272,13,49,8,0.26530612244898,6.81054484698597,29,53,"Scup - Atlantic","Scup, 6.81"
"Scup","Atlantic","biomass_spring","Population","1971-1975 mean",11.9617117117117,13,49,8,0.26530612244898,6.75446015594027,29,53,"Scup - Atlantic","Scup, 6.75"
"Scup","Atlantic","biomass_spring","Population","1972-1976 mean",6.65829787234043,18,49,8,0.36734693877551,6.75532879818594,27,53,"Scup - Atlantic","Scup, 6.76"
"Scup","Atlantic","biomass_spring","Population","1973-1977 mean",8.20769230769231,15,49,8,0.306122448979592,7.03482697426797,23,53,"Scup - Atlantic","Scup, 7.03"
"Scup","Atlantic","biomass_spring","Population","1974-1978 mean",17.5923664122137,10,49,8,0.204081632653061,7.03708274007277,23,53,"Scup - Atlantic","Scup, 7.04"
"Scup","Atlantic","biomass_spring","Population","1975-1979 mean",23.5546391752577,6,49,8,0.122448979591837,6.82848458532349,23,53,"Scup - Atlantic","Scup, 6.83"
"Scup","Atlantic","biomass_spring","Population","1976-1980 mean",20.3762376237624,7,49,8,0.142857142857143,6.93313069908815,24,53,"Scup - Atlantic","Scup, 6.93"
"Scup","Atlantic","biomass_spring","Population","1977-1981 mean",25.4011494252874,6,49,8,0.122448979591837,7.33810518888406,31,53,"Scup - Atlantic","Scup, 7.34"
"Scup","Atlantic","biomass_spring","Population","1978-1982 mean",18.4359550561798,8,49,8,0.163265306122449,7.45910704707415,33,53,"Scup - Atlantic","Scup, 7.46"
"Scup","Atlantic","biomass_spring","Population","1979-1983 mean",10.3804597701149,14,49,8,0.285714285714286,7.54063753160839,32,53,"Scup - Atlantic","Scup, 7.54"
"Scup","Atlantic","biomass_spring","Population","1980-1984 mean",8.4,16,48,8,0.333333333333333,7.6073670633841,33,53,"Scup - Atlantic","Scup, 7.61"
"Scup","Atlantic","biomass_spring","Population","1981-1985 mean",8.93333333333333,16,48,8,0.333333333333333,7.287178988154,29,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","biomass_spring","Population","1982-1986 mean",8.71111111111111,16,48,8,0.333333333333333,8.15633348103194,31,53,"Scup - Atlantic","Scup, 8.16"
"Scup","Atlantic","biomass_spring","Population","1983-1987 mean",10.6549295774648,13,48,8,0.270833333333333,8.00618031083992,30,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","biomass_spring","Population","1984-1988 mean",13.0311688311688,8,48,8,0.166666666666667,7.6991420080574,26,53,"Scup - Atlantic","Scup, 7.7"
"Scup","Atlantic","biomass_spring","Population","1985-1989 mean",11.9576923076923,8,48,8,0.166666666666667,7.59335724616454,24,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","biomass_spring","Population","1986-1990 mean",10.5447368421053,12,48,8,0.25,7.62550049247908,24,53,"Scup - Atlantic","Scup, 7.63"
"Scup","Atlantic","biomass_spring","Population","1987-1991 mean",8.90574712643678,11,49,8,0.224489795918367,7.55868133537306,22,53,"Scup - Atlantic","Scup, 7.56"
"Scup","Atlantic","biomass_spring","Population","1988-1992 mean",6.44025974025974,13,49,8,0.26530612244898,7.6714656252904,25,53,"Scup - Atlantic","Scup, 7.67"
"Scup","Atlantic","biomass_spring","Population","1989-1993 mean",6.14520547945205,12,49,8,0.244897959183673,7.82620627729295,27,53,"Scup - Atlantic","Scup, 7.83"
"Scup","Atlantic","biomass_spring","Population","1990-1994 mean",6.03466666666667,12,49,8,0.244897959183673,7.81007420004022,25,53,"Scup - Atlantic","Scup, 7.81"
"Scup","Atlantic","biomass_spring","Population","1991-1995 mean",5.63333333333333,14,49,8,0.285714285714286,7.75069803908252,28,53,"Scup - Atlantic","Scup, 7.75"
"Scup","Atlantic","biomass_spring","Population","1992-1996 mean",4.47042253521127,18,49,8,0.36734693877551,8.14815552067274,31,53,"Scup - Atlantic","Scup, 8.15"
"Scup","Atlantic","biomass_spring","Population","1993-1997 mean",4.05970149253731,17,49,8,0.346938775510204,8.01274085323837,29,53,"Scup - Atlantic","Scup, 8.01"
"Scup","Atlantic","biomass_spring","Population","1994-1998 mean",4.02769230769231,18,48,8,0.375,7.87130280800094,29,53,"Scup - Atlantic","Scup, 7.87"
"Scup","Atlantic","biomass_spring","Population","1995-1999 mean",3.95230769230769,22,49,8,0.448979591836735,7.88495172148327,29,53,"Scup - Atlantic","Scup, 7.88"
"Scup","Atlantic","biomass_spring","Population","1996-2000 mean",6.01833333333333,15,49,8,0.306122448979592,7.60291303814879,21,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","biomass_spring","Population","1997-2001 mean",7.13434426229508,13,49,8,0.26530612244898,7.5871148039615,21,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","biomass_spring","Population","1998-2002 mean",23.6683698630137,5,49,8,0.102040816326531,7.29035842576876,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","biomass_spring","Population","1999-2003 mean",21.5247162162162,6,49,8,0.122448979591837,7.28868056968361,19,53,"Scup - Atlantic","Scup, 7.29"
"Scup","Atlantic","biomass_spring","Population","2000-2004 mean",25.0785476190476,6,49,8,0.122448979591837,7.51246600716127,19,53,"Scup - Atlantic","Scup, 7.51"
"Scup","Atlantic","biomass_spring","Population","2001-2005 mean",24.1174302325581,6,49,8,0.122448979591837,7.48722110569105,19,53,"Scup - Atlantic","Scup, 7.49"
"Scup","Atlantic","biomass_spring","Population","2002-2006 mean",25.7277441860465,5,49,8,0.102040816326531,7.52418002790098,20,53,"Scup - Atlantic","Scup, 7.52"
"Scup","Atlantic","biomass_spring","Population","2003-2007 mean",12.7305921052632,11,49,8,0.224489795918367,7.73526541950443,23,53,"Scup - Atlantic","Scup, 7.74"
"Scup","Atlantic","biomass_spring","Population","2004-2008 mean",13.119925,12,49,8,0.244897959183673,7.71330338183071,24,53,"Scup - Atlantic","Scup, 7.71"
"Scup","Atlantic","biomass_spring","Population","2005-2009 mean",9.70220861172977,12,49,8,0.244897959183673,7.65428933811287,25,53,"Scup - Atlantic","Scup, 7.65"
"Scup","Atlantic","biomass_spring","Population","2006-2010 mean",22.0267940722974,6,49,8,0.122448979591837,7.21201958833261,11,53,"Scup - Atlantic","Scup, 7.21"
"Scup","Atlantic","biomass_spring","Population","2007-2011 mean",20.9503664673934,6,48,8,0.125,7.37165432638627,14,53,"Scup - Atlantic","Scup, 7.37"
"Scup","Atlantic","biomass_spring","Population","2008-2012 mean",17.9258306033371,7,48,8,0.145833333333333,7.38825434940758,13,53,"Scup - Atlantic","Scup, 7.39"
"Scup","Atlantic","biomass_spring","Population","2009-2013 mean",15.6290641407501,6,49,8,0.122448979591837,7.59267712910003,16,53,"Scup - Atlantic","Scup, 7.59"
"Scup","Atlantic","biomass_spring","Population","2010-2014 mean",23.479867076749,5,49,8,0.102040816326531,7.60233674193301,16,53,"Scup - Atlantic","Scup, 7.6"
"Scup","Atlantic","biomass_spring","Population","2011-2015 mean",17.4503721720783,7,49,8,0.142857142857143,7.7590046857904,19,53,"Scup - Atlantic","Scup, 7.76"
"Scup","Atlantic","biomass_spring","Population","2012-2016 mean",22.5971642229646,6,49,8,0.122448979591837,7.96188751724466,21,53,"Scup - Atlantic","Scup, 7.96"
"Scup","Atlantic","biomass_spring","Population","2013-2017 mean",25.1490166210847,6,49,8,0.122448979591837,8.36075036075036,29,53,"Scup - Atlantic","Scup, 8.36"
"Scup","Atlantic","biomass_spring","Population","2014-2018 mean",26.893800831975,6,49,8,0.122448979591837,8.29264515923671,29,53,"Scup - Atlantic","Scup, 8.29"
"Scup","Atlantic","biomass_spring","Population","2015-2019 mean",18.4110421653982,7,49,8,0.142857142857143,7.45000052922851,20,53,"Scup - Atlantic","Scup, 7.45"
"Scup","Atlantic","biomass_spring","Population","2016-2020 mean",18.8936563489538,7,49,8,0.142857142857143,1.81632653061224,15,53,"Scup - Atlantic","Scup, 1.82"
